timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1624834667056,7498,Upadate Album,200,,jp@gc - Load Thread Group 1-1,text,true,,369215,1419,100,100,http://localhost:8082/update?x=albums,2204,0,2
1624834667056,2204,Upadate Album-0,200,,jp@gc - Load Thread Group 1-1,text,true,,3393,131,100,100,http://localhost:8082/update?x=albums,2204,0,2
1624834669260,3082,Upadate Album-1,200,,jp@gc - Load Thread Group 1-1,text,true,,5361,269,100,100,http://localhost:8082/css/style.css,1281,0,0
1624834672507,1252,Upadate Album-2,200,OK,jp@gc - Load Thread Group 1-1,text,true,,161424,165,100,100,https://stackpath.bootstrapcdn.com/bootstrap/4.5.2/css/bootstrap.min.css,411,0,278
1624834673762,8,Upadate Album-3,200,,jp@gc - Load Thread Group 1-1,bin,true,,38483,133,100,100,http://localhost:8082/img/choonzimg.png,7,0,0
1624834673771,15,Upadate Album-4,200,,jp@gc - Load Thread Group 1-1,text,true,,3097,128,100,100,http://localhost:8082/js/update.js,15,0,0
1624834673787,27,Upadate Album-5,200,,jp@gc - Load Thread Group 1-1,text,true,,1245,128,100,100,http://localhost:8082/js/mutual.js,27,0,0
1624834673815,347,Upadate Album-6,200,OK,jp@gc - Load Thread Group 1-1,text,true,,72862,141,100,100,https://code.jquery.com/jquery-3.5.1.slim.min.js,293,0,212
1624834674162,186,Upadate Album-7,200,OK,jp@gc - Load Thread Group 1-1,text,true,,22194,161,100,100,https://cdn.jsdelivr.net/npm/popper.js@1.16.1/dist/umd/popper.min.js,184,0,124
1624834674348,207,Upadate Album-8,200,OK,jp@gc - Load Thread Group 1-1,text,true,,61156,163,100,100,https://stackpath.bootstrapcdn.com/bootstrap/4.5.2/js/bootstrap.min.js,29,0,0
